0.000 0.000
8.750 0.000
4.380 7.580
-4.380 7.580
-8.750 0.000
-4.380 -7.580
4.380 -7.580
8.750 0.000
16.040 9.260
8.490 16.460
-1.760 18.440
-11.450 14.560
-17.500 6.060
-18.000 -4.370
-12.780 -13.400
-3.500 -18.190
6.880 -17.190
15.090 -10.740
18.500 -0.880
16.040 9.260
20.300 21.290
10.610 27.440
-0.700 29.410
-11.900 26.910
-21.290 20.300
-27.440 10.610
-29.410 -0.700
-26.910 -11.900
-20.300 -21.290
-10.610 -27.440
0.700 -29.410
11.900 -26.910
21.290 -20.300
27.440 -10.610
29.410 0.700
26.910 11.900
20.300 21.290
22.270 35.120
10.930 40.120
-1.380 41.560
-13.570 39.310
-24.550 33.570
-33.360 24.840
-39.190 13.900
-41.550 1.730
-40.210 -10.590
-35.310 -21.980
-27.260 -31.410
-16.790 -38.050
-4.830 -41.300
7.560 -40.890
19.280 -36.850
29.280 -29.530
36.680 -19.590
40.830 -7.910
41.340 4.480
38.190 16.470
31.640 26.990
22.270 35.120
22.270 50.470
9.020 54.420
-4.790 54.950
-18.310 52.040
-30.680 45.850
-41.110 36.780
-48.970 25.400
-53.750 12.420
-55.150 -1.330
-53.080 -15.010
-47.680 -27.740
-39.290 -38.720
-28.420 -47.280
-15.770 -52.860
-2.130 -55.120
11.640 -53.920
24.690 -49.330
36.180 -41.640
45.400 -31.340
51.770 -19.060
54.880 -5.590
54.540 8.230
50.780 21.540
43.830 33.490
34.120 43.340
22.270 50.470
20.110 67.380
5.150 70.130
-10.040 69.590
-24.770 65.810
-38.340 58.940
-50.110 49.320
-59.540 37.400
-66.190 23.720
-69.740 8.940
-70.040 -6.260
-67.050 -21.170
-60.930 -35.090
-51.960 -47.370
-40.570 -57.430
-27.270 -64.810
-12.700 -69.160
2.460 -70.270
17.510 -68.100
31.740 -62.740
44.490 -54.450
55.150 -43.620
63.240 -30.740
68.370 -16.430
70.300 -1.350
68.950 13.800
64.370 28.300
56.780 41.470
46.540 52.710
34.120 61.480
20.110 67.380
15.760 85.790
-1.280 87.210
-18.270 85.290
-34.560 80.080
-49.520 71.800
-62.580 60.760
-73.230 47.390
-81.070 32.190
-85.790 15.760
-87.210 -1.280
-85.290 -18.270
-80.080 -34.560
-71.800 -49.520
-60.760 -62.580
-47.390 -73.230
-32.190 -81.070
-15.760 -85.790
1.280 -87.210
18.270 -85.290
34.560 -80.080
49.520 -71.800
62.580 -60.760
73.230 -47.390
81.070 -32.190
85.790 -15.760
87.210 1.280
85.290 18.270
80.080 34.560
71.800 49.520
60.760 62.580
47.390 73.230
32.190 81.070
15.760 85.790
8.850 105.720
-10.170 105.600
-28.870 102.090
-46.630 95.300
-62.900 85.440
-77.140 72.830
-88.910 57.890
-97.820 41.080
-103.580 22.960
-106.010 4.090
-105.040 -14.900
-100.690 -33.420
-93.110 -50.860
-82.530 -66.670
-69.300 -80.330
-53.840 -91.420
-36.650 -99.560
-18.290 -104.510
0.670 -106.090
19.600 -104.270
37.900 -99.090
54.990 -90.730
70.300 -79.460
83.360 -65.630
93.740 -49.690
101.110 -32.150
105.220 -13.580
105.960 5.430
103.280 24.260
97.290 42.310
88.170 59.000
76.220 73.800
61.820 86.220
45.430 95.870
27.580 102.450
8.850 105.720
-0.800 127.150
-22.280 125.190
-43.110 119.620
-62.710 110.610
-80.500 98.430
-95.980 83.410
-108.690 65.990
-118.280 46.670
-124.470 26.010
-127.070 4.600
-126.020 -16.940
-121.340 -38.000
-113.180 -57.960
-101.750 -76.250
-87.400 -92.350
-70.540 -105.790
-51.650 -116.190
-31.270 -123.250
-9.990 -126.760
11.580 -126.620
32.810 -122.850
53.100 -115.530
71.860 -104.900
88.560 -91.240
102.700 -74.970
113.900 -56.530
121.810 -36.470
126.220 -15.360
127.000 6.190
124.130 27.570
117.680 48.150
107.850 67.350
94.920 84.600
79.260 99.430
61.310 111.390
41.610 120.150
20.700 125.460
-0.800 127.150
-13.720 150.030
-37.020 146.040
-59.410 138.450
-80.340 127.450
-99.280 113.310
-115.790 96.390
-129.440 77.090
-139.910 55.890
-146.930 33.310
-150.330 9.920
-150.030 -13.720
-146.040 -37.020
-138.450 -59.410
-127.450 -80.340
-113.310 -99.280
-96.390 -115.790
-77.090 -129.440
-55.890 -139.910
-33.310 -146.930
-9.920 -150.330
13.720 -150.030
37.020 -146.040
59.410 -138.450
80.340 -127.450
99.280 -113.310
115.790 -96.390
129.440 -77.090
139.910 -55.890
146.930 -33.310
150.330 -9.920
150.030 13.720
146.040 37.020
138.450 59.410
127.450 80.340
113.310 99.280
96.390 115.790
77.090 129.440
55.890 139.910
33.310 146.930
9.920 150.330
-13.720 150.030
-29.880 174.340
-55.530 167.940
-79.940 157.790
-102.560 144.110
-122.900 127.220
-140.490 107.480
-154.940 85.340
-165.920 61.300
-173.210 35.880
-176.620 9.670
-176.090 -16.770
-171.620 -42.820
-163.320 -67.920
-151.370 -91.510
-136.050 -113.050
-117.680 -132.060
-96.680 -148.120
-73.520 -160.880
-48.720 -170.040
-22.840 -175.400
3.560 -176.850
29.880 -174.340
55.530 -167.940
79.940 -157.790
102.560 -144.110
122.900 -127.220
140.490 -107.480
154.940 -85.340
165.920 -61.300
173.210 -35.880
176.620 -9.670
176.090 16.770
171.620 42.820
163.320 67.920
151.370 91.510
136.050 113.050
117.680 132.060
96.680 148.120
73.520 160.880
48.720 170.040
22.840 175.400
-3.560 176.850
-29.880 174.340
-49.910 200.020
-77.870 190.880
-104.240 177.860
-128.490 161.210
-150.130 141.290
-168.710 118.480
-183.850 93.270
-195.250 66.150
-202.680 37.690
-205.980 8.460
-205.090 -20.940
-200.020 -49.910
-190.880 -77.870
-177.860 -104.240
-161.210 -128.490
-141.290 -150.130
-118.480 -168.710
-93.270 -183.850
-66.150 -195.250
-37.690 -202.680
-8.460 -205.980
20.940 -205.090
49.910 -200.020
77.870 -190.880
104.240 -177.860
128.490 -161.210
150.130 -141.290
168.710 -118.480
183.850 -93.270
195.250 -66.150
202.680 -37.690
205.980 -8.460
205.090 20.940
200.020 49.910
190.880 77.870
177.860 104.240
161.210 128.490
141.290 150.130
118.480 168.710
93.270 183.850
66.150 195.250
37.690 202.680
8.460 205.980
-20.940 205.090
-49.910 200.020
-74.200 227.000
-105.070 214.470
-133.900 197.760
-160.120 177.200
-183.220 153.190
-202.760 126.200
-218.350 96.750
-229.690 65.420
-236.560 32.820
-238.820 -0.420
-236.440 -33.660
-229.450 -66.230
-218.000 -97.520
-202.310 -126.910
-182.680 -153.830
-159.490 -177.760
-133.200 -198.230
-104.310 -214.840
-73.400 -227.260
-41.060 -235.270
-7.910 -238.690
25.380 -237.470
58.190 -231.630
89.860 -221.270
119.780 -206.610
147.370 -187.930
172.090 -165.600
193.460 -140.030
211.060 -111.750
224.560 -81.280
233.690 -49.240
238.270 -16.240
238.210 17.080
233.510 50.070
224.270 82.080
210.670 112.490
192.960 140.720
171.500 166.200
146.700 188.450
119.040 207.040
89.070 221.590
57.370 231.830
24.540 237.560
-8.760 238.660
-41.890 235.120
-74.200 227.000
-103.570 255.050
-136.640 238.970
-167.270 218.620
-194.920 194.380
-219.090 166.660
-239.350 135.970
-255.340 102.860
-266.770 67.910
-273.440 31.750
-275.230 -4.980
-272.110 -41.620
-264.140 -77.520
-251.450 -112.040
-234.270 -144.550
-212.910 -174.490
-187.760 -201.310
-159.250 -224.540
-127.900 -243.760
-94.270 -258.630
-58.960 -268.890
-22.590 -274.350
14.180 -274.910
50.690 -270.570
86.310 -261.400
120.380 -247.560
152.300 -229.310
181.500 -206.960
207.470 -180.920
229.730 -151.660
247.900 -119.680
261.640 -85.570
270.710 -49.940
274.950 -13.410
274.280 23.360
268.720 59.710
258.370 94.990
243.400 128.580
224.090 159.880
200.780 188.320
173.890 213.400
143.900 234.670
111.330 251.760
76.780 264.350
40.860 272.230
4.220 275.250
-32.510 273.350
-68.650 266.580
-103.570 255.050
-138.170 284.150
-174.070 263.690
-207.000 238.710
-236.390 209.650
-261.730 177.000
-282.600 141.320
-298.620 103.230
-309.540 63.370
-315.170 22.420
-315.400 -18.910
-310.230 -59.920
-299.750 -99.900
-284.150 -138.170
-263.690 -174.070
-238.710 -207.000
-209.650 -236.390
-177.000 -261.730
-141.320 -282.600
-103.230 -298.620
-63.370 -309.540
-22.420 -315.170
18.910 -315.400
59.920 -310.230
99.900 -299.750
138.170 -284.150
174.070 -263.690
207.000 -238.710
236.390 -209.650
261.730 -177.000
282.600 -141.320
298.620 -103.230
309.540 -63.370
315.170 -22.420
315.400 18.910
310.230 59.920
299.750 99.900
284.150 138.170
263.690 174.070
238.710 207.000
209.650 236.390
177.000 261.730
141.320 282.600
103.230 298.620
63.370 309.540
22.420 315.170
-18.910 315.400
-59.920 310.230
-99.900 299.750
-138.170 284.150
-178.940 313.950
-216.880 289.050
-251.390 259.590
-281.950 226.030
-308.050 188.910
-329.300 148.820
-345.360 106.370
-355.960 62.250
-360.960 17.140
-360.260 -28.230
-353.880 -73.160
-341.920 -116.940
-324.570 -158.870
-302.100 -198.300
-274.860 -234.600
-243.290 -267.200
-207.880 -295.580
-169.200 -319.310
-127.850 -338.000
-84.480 -351.350
-39.770 -359.170
5.560 -361.320
50.800 -357.780
95.240 -348.590
138.180 -333.900
178.940 -313.950
216.880 -289.050
251.390 -259.590
281.950 -226.030
308.050 -188.910
329.300 -148.820
345.360 -106.370
355.960 -62.250
360.960 -17.140
360.260 28.230
353.880 73.160
341.920 116.940
324.570 158.870
302.100 198.300
274.860 234.600
243.290 267.200
207.880 295.580
169.200 319.310
127.850 338.000
84.480 351.350
39.770 359.170
-5.560 361.320
-50.800 357.780
-95.240 348.590
-138.180 333.900
-178.940 313.950
-226.100 344.460
-266.720 314.060
-303.290 278.900
-335.270 239.520
-362.160 196.500
-383.560 150.510
-399.150 102.230
-408.690 52.410
-412.030 1.790
-409.130 -48.860
-400.020 -98.770
-384.850 -147.180
-363.850 -193.360
-337.330 -236.600
-305.700 -276.270
-269.430 -311.740
-229.080 -342.490
-185.260 -368.040
-138.630 -388.020
-89.890 -402.110
-39.800 -410.110
10.900 -411.890
61.440 -407.430
111.040 -396.790
158.960 -380.140
204.470 -357.720
246.880 -329.890
285.550 -297.050
319.890 -259.700
349.380 -218.430
373.570 -173.840
392.100 -126.610
404.690 -77.470
411.140 -27.150
411.360 23.580
405.350 73.960
393.190 123.210
375.060 170.590
351.260 215.390
322.130 256.920
288.110 294.560
249.730 327.730
207.560 355.940
162.250 378.750
114.480 395.820
64.970 406.880
14.470 411.780
-36.240 410.440
-86.400 402.880
-135.260 389.200
-182.060 369.630
-226.100 344.460
-280.760 375.160
-323.940 338.580
-362.390 297.070
-395.550 251.220
-422.950 201.710
-444.180 149.260
-458.930 94.630
-466.990 38.620
-468.240 -17.950
-462.660 -74.260
-450.340 -129.480
-431.450 -182.820
-406.270 -233.500
-375.160 -280.760
-338.580 -323.940
-297.070 -362.390
-251.220 -395.550
-201.710 -422.950
-149.260 -444.180
-94.630 -458.930
-38.620 -466.990
17.950 -468.240
74.260 -462.660
129.480 -450.340
182.820 -431.450
233.500 -406.270
280.760 -375.160
323.940 -338.580
362.390 -297.070
395.550 -251.220
422.950 -201.710
444.180 -149.260
458.930 -94.630
466.990 -38.620
468.240 17.950
462.660 74.260
450.340 129.480
431.450 182.820
406.270 233.500
375.160 280.760
338.580 323.940
297.070 362.390
251.220 395.550
201.710 422.950
149.260 444.180
94.630 458.930
38.620 466.990
-17.950 468.240
-74.260 462.660
-129.480 450.340
-182.820 431.450
-233.500 406.270
-280.760 375.160
-343.700 405.670
-390.090 361.290
-430.790 311.630
-465.220 257.440
-492.850 199.480
-513.310 138.620
-526.270 75.740
-531.560 11.750
-529.110 -52.410
-518.930 -115.800
-501.190 -177.510
-476.140 -236.630
-444.140 -292.290
-405.670 -343.700
-361.290 -390.090
-311.630 -430.790
-257.440 -465.220
